address,suburb,price,bedrooms,bathrooms,car_garage,sqft_lot,sqft_living,year_built,date_sold,zipcode,latitude,longitude
9 Lanham Court,Koondoola,340000,3,1,1.0,722,105,1975.0,03/2017,6064,-31.84285,115.86151
9 Lara Court,Cooloongup,315000,3,1,1.0,734,128,1980.0,10/2017,6168,-32.30247,115.75334
9 Laurel Street,Mullaloo,645000,2,1,,864,331,1955.0,05/2016,6027,-31.78509,115.73736
9 Laurino Terrace,Subiaco,1005000,3,2,2.0,2006,280,2008.0,06/2020,6008,-31.94619821,115.8148753
9 Laverick Street,Haynes,185000,4,1,,458,171,2014.0,11/2012,6112,-32.15874263,115.990363
9 Leawood Crescent,Boya,475000,5,1,,1012,360,1969.0,03/2010,6056,-31.91818,116.05032
9 Leonidas Road,North Coogee,910000,3,2,2.0,300,240,2010.0,11/2018,6163,-32.1039265,115.763811
9 Leslie Street,Mount Lawley,1655000,4,1,1.0,490,300,1920.0,05/2020,6050,-31.93903,115.88121
9 Lessing Place,South Lake,525000,4,2,2.0,733,174,1990.0,04/2018,6164,-32.10835,115.8304
9 Letchworth Centre Avenue,Salter Point,875000,4,2,2.0,1012,194,,12/2018,6152,-32.02238,115.87009
9 Leven Rise,Kinross,568000,4,2,4.0,704,174,1991.0,01/2019,6028,-31.72239,115.74088
9 Leveque Ramble,Ballajura,375000,3,2,2.0,447,108,1996.0,10/2020,6066,-31.8503,115.9151
9 Ligula Street,Jindalee,455000,3,2,2.0,320,135,2015.0,05/2016,6036,-31.63589008,115.6860294
9 Limerick Loop,Wattle Grove,596000,4,2,2.0,556,198,,09/2015,6107,-32.0044,115.98242
9 Limone Street,Aveley,465000,4,1,,450,176,2014.0,07/2020,6069,-31.79133552,115.9940049
9 Lindholm Retreat,Mindarie,830000,4,2,2.0,847,241,1995.0,07/2020,6030,-31.69174,115.70798
9 Linthorn Crescent,Greenmount,459000,3,1,1.0,1922,138,1970.0,01/2014,6056,-31.89652694,116.0561358
9 Little River Cove,Jane Brook,512500,4,2,2.0,704,184,1996.0,02/2015,6056,-31.85818,116.04632
9 Livesey Street,Mundijong,390000,3,2,2.0,1002,133,2001.0,06/2008,6123,-32.29021,115.98605
9 Lobelia Drive,Darlington,570000,3,1,,1905,101,1977.0,07/2020,6070,-31.9029,116.06294
9 Lobelia Street,Mount Claremont,1200000,4,2,2.0,503,195,1996.0,12/2016,6010,-31.96696,115.78351
9 Lochmaben Retreat,Kinross,500000,4,2,2.0,603,155,,08/2018,6028,-31.7129,115.73891
9 Lockeville Close,Beldon,430000,3,1,,693,108,1986.0,07/2020,6027,-31.77085,115.76838
9 Lodge Court,Cockburn Central,595000,4,2,2.0,631,214,2001.0,07/2015,6164,-32.128148,115.846742
9 London Link,Aubin Grove,518250,4,2,2.0,502,179,2009.0,09/2016,6164,-32.16197172,115.8591316
9 Lorica Cove,Hillarys,673000,4,2,2.0,381,135,1994.0,02/2020,6025,-31.81076,115.74249
9 Lourens Dale,Winthrop,1050000,4,2,,1065,240,1988.0,10/2019,6150,-32.050971,115.822211
9 Lowell Terrace,Piara Waters,750000,5,3,3.0,607,246,2008.0,05/2019,6112,-32.12428133,115.9186125
9 Lucca Entrance,Pearsall,545000,4,2,2.0,631,203,,05/2016,6065,-31.77809,115.81732
9 Luderman Road,Noranda,490000,3,2,2.0,763,163,1979.0,09/2017,6062,-31.87115,115.88776
9 Luhrs Court,Mundaring,555000,3,1,2.0,2000,133,1995.0,01/2017,6073,-31.89212,116.17408
9 Lunata Street,Dayton,300000,3,2,2.0,210,109,2014.0,08/2020,6055,-31.85898217,115.9682579
9 Lyal Court,Thornlie,430000,4,2,5.0,831,191,1977.0,09/2019,6108,-32.06577,115.95412
9 Lygnern Crescent,Kallaroo,785000,3,1,2.0,683,256,1973.0,02/2016,6025,-31.78759,115.75023
9 Lyttleton Street,Rockingham,520000,4,2,2.0,646,243,2001.0,07/2020,6168,-32.28532,115.72429
9 MacHans Link,Burns Beach,950000,5,2,3.0,640,268,2013.0,01/2017,6028,-31.72266299,115.728561
9 Mainsail Terrace,Yangebup,780000,4,2,2.0,605,314,2004.0,07/2018,6164,-32.12407,115.80692
9 Maiyu Street,Kenwick,402000,4,2,2.0,281,131,2015.0,10/2017,6107,-32.04475402,115.9704125
9 Majestic Court,Thornlie,307500,3,1,1.0,649,130,1986.0,11/2018,6108,-32.06894,115.9678
9 Malmaison Way,Landsdale,580000,4,2,2.0,420,215,2013.0,09/2020,6065,-31.80208181,115.8705934
9 Mammoth Court,Ballajura,310000,3,1,,470,117,1994.0,04/2020,6066,-31.85265,115.90392
9 Mandal Close,Mindarie,640000,4,2,2.0,664,193,1992.0,12/2018,6030,-31.69243,115.71125
9 Manjimup Place,Gwelup,860000,4,2,2.0,480,211,1998.0,08/2017,6018,-31.86994,115.79786
9 Mann Place,Roleystone,580000,4,2,4.0,1636,233,1993.0,04/2017,6111,-32.12164,116.06485
9 Mansfield Avenue,Butler,365000,3,2,2.0,375,138,2013.0,08/2019,6036,-31.63645851,115.6911839
9 Maradu Crescent,Wanneroo,490000,5,2,2.0,1000,235,1981.0,02/2020,6065,-31.75352909,115.8084431
9 Marchwood Boulevard,Butler,449000,4,2,2.0,576,151,2001.0,09/2020,6036,-31.6501,115.6991
9 Marginata Close,Jane Brook,370000,4,2,2.0,542,143,2002.0,12/2019,6056,-31.86335,116.05315
9 Marion Way,Gooseberry Hill,1150000,5,3,3.0,2023,350,1984.0,04/2017,6076,-31.95243,116.04748
9 Marita Road,Nedlands,1975400,5,3,2.0,923,351,1940.0,12/2017,6009,-31.98192,115.79605
9 Marjorie Street,Mullaloo,845000,4,2,2.0,922,250,1984.0,07/2017,6027,-31.78514,115.73654
9 Markham Way,Swan View,317500,3,2,,714,148,1978.0,05/2017,6056,-31.89004,116.04866
9 Marlandy Court,Woodvale,730000,4,2,2.0,743,207,1990.0,07/2018,6026,-31.78655,115.79254
9 Marlene Way,Bibra Lake,470000,4,2,2.0,700,165,1985.0,05/2017,6163,-32.08895,115.83796
9 Marlinspike Boulevard,Jindalee,234500,3,1,,320,138,2015.0,03/2016,6036,-31.63229027,115.6847911
9 Marloo Road,Greenmount,482000,4,1,1.0,1856,256,1975.0,10/2014,6056,-31.89931569,116.0527985
9 Marnie Road,Darlington,710000,5,2,2.0,2360,240,1986.0,09/2015,6070,-31.9066,116.08291
9 Marra Way,South Lake,440069,3,2,2.0,533,122,2003.0,05/2016,6164,-32.11432,115.84495
9 Marsengo Road,Bateman,675000,3,1,2.0,684,139,1977.0,08/2015,6150,-32.05935,115.84597
9 Massenger Street,Madeley,616000,4,2,2.0,614,163,,01/2019,6065,-31.81129,115.82637
9 Mataitai Loop,Cooloongup,262000,3,1,1.0,692,132,1978.0,07/2017,6168,-32.29333,115.75575
9 Matson Street,Medina,272000,3,1,2.0,774,92,1953.0,03/2016,6167,-32.22774,115.80811
9 Matta Way,Pearsall,599000,4,2,2.0,600,253,2010.0,10/2018,6065,-31.78469059,115.8218502
9 May Road,Eden Hill,350000,3,1,1.0,17203,125,1979.0,10/2014,6054,-31.89105,115.94142
9 Mayberry Court,North Lake,385000,4,3,,686,252,2000.0,07/2002,6163,-32.08248,115.84307
9 Maydwell Way,Calista,276000,3,1,1.0,770,94,1968.0,07/2014,6167,-32.24444,115.80578
9 McCarthy Place,Noranda,505000,5,2,2.0,716,165,1981.0,04/2019,6062,-31.87862,115.9057
9 McCombe Avenue,Samson,492000,3,1,1.0,714,180,1980.0,12/2015,6163,-32.06685,115.80081
9 Mckenzie Road,Samson,550000,4,2,2.0,700,178,1979.0,06/2012,6163,-32.07178,115.79653
9 McLeod Street,Lockridge,260000,3,1,2.0,894,93,1969.0,06/2020,6054,-31.88497,115.95012
9 Mead Street,Warnbro,460000,2,1,,769,280,1964.0,10/2020,6169,-32.32941,115.74851
9 Meadowview Mews,Canning Vale,530000,4,2,2.0,576,206,1996.0,02/2020,6155,-32.07413,115.90885
9 Meldrum Loop,Bedfordale,800000,4,2,3.0,3425,274,,01/2019,6112,-32.16815405,116.058666
9 Melinga Court,Karawara,240000,8,3,2.0,337,225,2009.0,06/2005,6152,-32.01091259,115.8835214
9 Melita Mews,Ballajura,435000,4,2,2.0,521,155,1992.0,01/2019,6066,-31.84554,115.90787
9 Meneguz Drive,Tapping,620000,4,2,2.0,701,255,2010.0,01/2020,6065,-31.718911,115.791278
9 Merens Terrace,Henley Brook,500000,4,2,2.0,736,193,2003.0,07/2016,6055,-31.80128,115.97694
9 Merilup Court,Hillman,360000,5,2,1.0,792,200,1972.0,05/2013,6168,-32.28078,115.76858
9 Merlot Court,The Vines,485000,4,2,2.0,633,198,1999.0,10/2017,6069,-31.7494,116.00212
9 Messara Avenue,Henley Brook,346000,4,2,2.0,650,172,2003.0,10/2019,6055,-31.79969,115.97785
9 Millard Way,Byford,426000,4,2,,540,177,2009.0,12/2020,6122,-32.22343594,115.9954451
9 Millcroft Elbow,Jandakot,540000,4,2,,620,193,2000.0,03/2018,6164,-32.1062,115.85473
9 Miller Avenue,Redcliffe,805000,4,2,2.0,1012,232,2001.0,12/2015,6104,-31.93665949,115.9372567
9 Millstream Drive,Sawyers Valley,578000,4,2,2.0,4799,180,2000.0,10/2008,6074,-31.90159,116.21155
9 Milton Place,Orelia,270000,3,1,1.0,728,109,1968.0,05/2016,6167,-32.23485,115.81968
9 Mintaro Parade,Quinns Rocks,480000,4,2,2.0,600,154,2001.0,04/2018,6030,-31.66318,115.69871
9 Mirto Rise,Sinagra,510000,4,2,2.0,450,184,2005.0,03/2014,6065,-31.73828,115.80223
9 Mitford Street,Swanbourne,1700000,3,2,2.0,598,181,1982.0,09/2016,6010,-31.97648709,115.7692224
9 Moate Lane,Ridgewood,326000,3,2,2.0,380,148,2007.0,12/2020,6030,-31.65593799,115.7153921
9 Moir Place,Midvale,405000,3,1,2.0,776,161,1975.0,06/2015,6056,-31.88852,116.02752
9 Monaro Way,Hocking,577500,4,2,2.0,548,259,2003.0,07/2017,6065,-31.7737205,115.8213017
9 Monjon Way,Baldivis,302000,3,2,2.0,274,128,2014.0,11/2020,6171,-32.3503193,115.8072702
9 Mons Street,Ashfield,450000,3,1,,533,127,1999.0,05/2010,6054,-31.91603,115.93973
9 Montreal Street,Craigie,515000,4,1,2.0,728,118,1985.0,04/2018,6025,-31.79414,115.77194
9 Moonraker Road,Jindalee,690000,4,2,2.0,680,250,2007.0,07/2020,6036,-31.65244951,115.6910966
9 Moorgate Street,East Victoria Park,572000,2,1,1.0,582,90,1925.0,03/2020,6101,-31.98575,115.90079
9 Moorhead Way,Koondoola,474930,3,1,3.0,945,100,1976.0,07/2015,6064,-31.84278,115.85873
9 Moorland Way,Burns Beach,675000,4,2,2.0,530,221,2009.0,12/2018,6028,-31.7236818,115.7300513
9 Moseley Drive,The Vines,715000,4,2,2.0,1080,309,2009.0,03/2018,6069,-31.76139041,115.9909018
9 Moseri Road,Roleystone,655000,4,2,2.0,2000,266,,10/2018,6111,-32.09987474,116.0862707
9 Mudalla Way,Koongamia,151000,2,1,1.0,692,91,1960.0,03/2004,6056,-31.90658748,116.0426634
9 Mudlark Close,Langford,445000,3,2,2.0,462,140,2005.0,02/2018,6147,-32.03986511,115.9421285
9 Mullingar Close,Waterford,735000,4,2,2.0,465,167,1996.0,06/2016,6152,-32.01562,115.88732
9 Mullins Court,Iluka,1080000,4,2,2.0,873,285,2002.0,01/2018,6028,-31.74171,115.7301
9 Munday Avenue,Brookdale,290000,4,2,2.0,560,214,2012.0,04/2018,6112,-32.17322383,116.0055254
9 Murace Place,Middle Swan,405000,3,2,2.0,691,133,2003.0,02/2013,6056,-31.8733,116.01771
9 Myago Court,South Guildford,400000,3,1,1.0,450,105,1994.0,09/2015,6055,-31.90672,115.9874
9 Myers Street,Crawley,1025000,4,2,2.0,238,194,1995.0,03/2016,6009,-31.98259,115.81518
9 Myerson Crescent,Maida Vale,360000,4,2,2.0,601,130,1999.0,12/2016,6057,-31.95283,116.01647
9 Myrtle Street,Walliston,416000,2,1,1.0,1610,105,1960.0,12/2015,6076,-31.99811,116.06797
9 Nairn Road,Bickley,490000,3,1,3.0,1126,114,1952.0,04/2012,6076,-32.00725658,116.0879246
9 Nantellis Road,Martin,340000,3,1,1.0,757,115,1975.0,04/2010,6110,-32.06316,116.00383
9 Needlewood Loop,Wandi,295000,4,2,2.0,375,145,2015.0,11/2014,6167,-32.19877115,115.8625398
9 Neilson Street,Hammond Park,503000,3,2,2.0,435,199,2010.0,08/2018,6164,-32.17011462,115.8475683
9 Nelligan Avenue,Girrawheen,342500,4,2,2.0,840,132,1977.0,08/2020,6064,-31.84308,115.83411
9 Nelson Street,Inglewood,1100000,4,2,3.0,563,191,1950.0,06/2018,6052,-31.91809,115.89126
9 Nero Close,Joondalup,555000,4,2,2.0,613,211,1990.0,06/2020,6027,-31.72239,115.7669
9 Netherby Road,Duncraig,590000,3,1,1.0,688,136,1980.0,03/2020,6023,-31.82824,115.78505
9 Newborough Place,Huntingdale,314000,4,1,2.0,682,132,1976.0,02/2018,6110,-32.0760026,115.974172
9 Newbury Way,Alkimos,360000,4,2,2.0,510,200,2012.0,09/2019,6038,-31.62932461,115.7014166
9 Newman Road,Darlington,750000,5,2,2.0,2184,290,1992.0,12/2015,6070,-31.9098,116.08685
9 Newport Way,Lynwood,387500,3,2,1.0,692,113,1969.0,04/2017,6147,-32.04358,115.92713
9 Nicholl Street,Daglish,870000,3,1,2.0,615,92,1946.0,07/2019,6008,-31.9549519,115.8063015
9 Nields Street,Ferndale,385000,3,1,4.0,688,120,1977.0,05/2019,6148,-32.02708,115.93497
9 Nightingale Way,Warnbro,350000,5,2,2.0,504,154,1995.0,11/2020,6169,-32.35003,115.76911
9 Ningaloo Rise,Yangebup,708000,5,2,2.0,702,242,2010.0,07/2018,6164,-32.12697863,115.8043711
9 Noalimba Crescent,Bateman,1385000,5,2,2.0,503,298,2006.0,10/2013,6150,-32.04878,115.85036
9 Nooyan Close,South Guildford,417000,4,2,2.0,567,129,1999.0,09/2018,6055,-31.91541,115.98647
9 Norbury Crescent,City Beach,1750000,3,2,2.0,946,192,1962.0,03/2019,6015,-31.92566,115.77019
9 Norma Street,Walliston,385000,3,1,2.0,959,116,1975.0,12/2009,6076,-31.99466,116.06933
9 Northampton Street,East Victoria Park,639000,2,1,2.0,775,87,1950.0,04/2019,6101,-31.99413,115.89894
9 Norton Ridge,Winthrop,875000,4,2,2.0,400,239,,12/2017,6150,-32.05194086,115.8332213
9 Nouveau Turn,Aveley,469000,4,2,2.0,620,209,2008.0,02/2020,6069,-31.78134588,115.9802824
9 Oakfield Gardens,Parmelia,306000,4,2,4.0,557,131,,08/2019,6167,-32.24887,115.83167
9 Oakfield Retreat,Ballajura,365000,4,2,1.0,522,132,1994.0,08/2019,6066,-31.84918,115.9028
9 Oakleigh Pass,Harrisdale,392000,3,2,2.0,360,141,2009.0,08/2019,6112,-32.11680648,115.9216683
9 Ockley Square,Embleton,535000,4,1,1.0,728,142,1974.0,11/2015,6062,-31.8983,115.91499
9 Okely Road,Carine,715000,4,2,3.0,794,171,,05/2019,6020,-31.85857707,115.7821944
9 Old Brickworks Road,Byford,662500,4,2,1.0,2293,200,1990.0,02/2019,6122,-32.22302,116.01928
9 Olive Hill Close,Karnup,855000,5,2,31.0,30881,317,2009.0,07/2017,6176,-32.389328,115.777976
9 Orana Street,Lesmurdie,445000,3,1,1.0,986,104,1971.0,02/2020,6076,-32.00319,116.05212
9 Orange Road,Darlington,1010000,4,3,2.0,2022,303,2007.0,04/2016,6070,-31.91851,116.07231
9 Orara Way,Merriwa,435000,4,2,2.0,598,200,2002.0,05/2018,6030,-31.66189,115.70821
9 O'Reilly Court,Jane Brook,527500,4,2,2.0,780,155,1996.0,12/2020,6056,-31.87176,116.05446
9 Oriole Way,Tapping,535000,4,2,2.0,581,239,2008.0,05/2019,6065,-31.719509,115.791931
9 Otisco Crescent,Joondalup,405000,3,1,1.0,772,127,1991.0,06/2019,6027,-31.73019,115.75651
9 Overdene Pass,Banksia Grove,455000,4,2,2.0,602,213,2007.0,06/2019,6031,-31.707388,115.803711
9 Padbury Way,Eden Hill,510000,4,2,2.0,705,162,1977.0,11/2020,6054,-31.89414,115.94053
9 Pardalote Road,Harrisdale,585000,4,2,2.0,576,194,2009.0,08/2018,6112,-32.11996341,115.9311318
9 Parella Court,Bennett Springs,350000,3,2,1.0,469,104,1997.0,10/2016,6063,-31.85940773,115.9213654
9 Parkbeach Street,Yanchep,497000,4,2,4.0,516,225,2006.0,06/2019,6035,-31.54311644,115.6262576
9 Parnham Avenue,Ellenbrook,420000,4,2,2.0,561,203,2006.0,06/2020,6069,-31.77060072,115.9607448
9 Pascal Mews,Ridgewood,430000,4,2,2.0,542,183,,09/2020,6030,-31.66798,115.72646
9 Patoka Road,Secret Harbour,427500,4,2,2.0,544,174,,09/2020,6173,-32.41467,115.76759
9 Paton Close,Winthrop,890000,6,4,2.0,702,331,1989.0,02/2018,6150,-32.04862,115.81898
9 Patonga Road,City Beach,1730000,4,3,3.0,1052,300,,07/2017,6015,-31.93641,115.76639
9 Patterson Drive,Middle Swan,475000,4,2,2.0,657,191,1991.0,04/2014,6056,-31.8706,116.02347
9 Pavonia Heights,South Lake,515000,4,2,2.0,707,706,,04/2019,6164,-32.09895,115.84681
9 Pawlett Way,Karrinyup,1075000,4,2,2.0,981,202,1974.0,03/2019,6018,-31.86556678,115.7723121
9 Pax Grove,Glen Forrest,899000,3,2,2.0,4750,241,1999.0,10/2019,6071,-31.90785859,116.1075286
9 Peake Way,Medina,239950,2,1,2.0,754,74,1954.0,06/2016,6167,-32.23314,115.80281
9 Pebble Beach Edge,Connolly,900000,4,3,2.0,708,403,1993.0,03/2017,6027,-31.74559,115.74374
9 Pelion Court,Middle Swan,479000,3,2,2.0,484,163,2010.0,08/2015,6056,-31.87416867,116.0150987
9 Pengilly Way,Clarkson,375000,4,2,2.0,510,131,2004.0,03/2020,6030,-31.6870673,115.7244651
9 Pennell Street,Chidlow,335000,3,1,4.0,1955,104,1990.0,11/2011,6556,-31.86299,116.26234
9 Perth Place,Canning Vale,510000,3,2,,430,178,2003.0,03/2020,6155,-32.08511,115.91238
9 Peter Way,Rossmoyne,1150000,2,1,,850,225,1962.0,08/2020,6148,-32.04329,115.86463
9 Pether Road,Manning,1030000,4,2,5.0,825,178,1959.0,01/2017,6152,-32.01098,115.86777
9 Phar Lap Road,Wattle Grove,450000,4,2,2.0,525,176,2003.0,02/2019,6107,-32.00361,115.9833
9 Pinewood Avenue,Woodlands,1030000,3,1,2.0,685,159,1963.0,11/2015,6018,-31.91337,115.79201
9 Plunkett Street,Highgate,1074000,4,2,2.0,230,179,2000.0,06/2015,6003,-31.94005,115.87255
9 Podman Loop,North Coogee,865000,4,2,2.0,445,236,2011.0,08/2018,6163,-32.1015066,115.7669448
9 Polglass Way,Ardross,1150000,4,2,2.0,728,185,1964.0,08/2018,6153,-32.02764,115.84096
9 Porcelli Close,South Fremantle,1100000,3,2,2.0,250,219,2010.0,01/2018,6162,-32.07286,115.75651
9 Porpoise Court,Coogee,845000,4,2,2.0,700,203,1994.0,03/2019,6166,-32.11875,115.76973
9 Portland Mews,Bennett Springs,445000,4,2,2.0,607,201,2002.0,06/2018,6063,-31.85717887,115.9444213
9 Porto Novo Mews,Secret Harbour,599000,3,2,2.0,775,220,1995.0,02/2019,6173,-32.39836,115.7534
9 PORTSEA RISE,Mosman Park,1625000,5,3,2.0,571,320,1997.0,03/2018,6012,-32.01843,115.76029
9 Possum Glade,Beeliar,553000,4,2,2.0,433,60,,07/2019,6164,-32.12998,115.81926
9 Prentice Place,South Lake,407000,4,1,2.0,736,96,,06/2019,6164,-32.11155,115.83723
9 Princeville Tor,Connolly,970000,4,3,2.0,546,298,,11/2020,6027,-31.74892,115.75603
9 Prowse Street,Beaconsfield,620000,3,1,3.0,797,99,1965.0,03/2017,6162,-32.06931,115.77279
9 Purley Crescent,Lynwood,450000,3,1,1.0,809,100,1970.0,04/2016,6147,-32.03931,115.92992
9 Pygmy Lane,Baldivis,250000,3,2,2.0,225,110,2014.0,05/2020,6171,-32.35026666,115.8087131
9 Queens Road,Mount Pleasant,1350000,3,1,2.0,626,128,1954.0,10/2020,6153,-32.02955504,115.8505462
9 Quinn Avenue,Bentley,423000,4,2,4.0,518,195,1998.0,11/2017,6102,-32.00752,115.92204
9 Quintal Court,Quinns Rocks,472500,4,2,2.0,652,162,2001.0,09/2018,6030,-31.65631,115.70258
9 Rachel Court,Glen Forrest,760000,5,2,5.0,5907,272,1994.0,04/2017,6071,-31.91665,116.10581
9 Radford Place,Bellevue,423000,3,2,4.0,717,108,1980.0,09/2016,6056,-31.90707,116.03747
9 Radiance Link,Atwell,425000,3,2,3.0,315,139,2007.0,11/2017,6164,-32.15219453,115.8603547
9 Rails Crescent,Wungong,465000,3,2,,10467,196,1983.0,08/2005,6112,-32.18118,116.01882
9 Railway Crescent,Herne Hill,374000,3,1,2.0,809,114,1970.0,04/2014,6056,-31.82784,116.02258
9 Rainbow Gardens,Bibra Lake,585000,4,2,2.0,765,207,,12/2017,6163,-32.08797,115.81322
9 Rand Avenue,Waikiki,300000,3,2,1.0,704,141,1979.0,04/2018,6169,-32.32024,115.74521
9 Rapania Rise,Yangebup,480000,4,2,1.0,667,188,,07/2019,6164,-32.12687,115.8121
9 Raphael Lane,Currambine,585000,4,2,,602,200,2000.0,11/2020,6028,-31.73064,115.74774
9 Raven Lane,Warnbro,320000,4,2,3.0,545,156,1998.0,04/2020,6169,-32.34643,115.76705
9 Recreation Drive,Shoalwater,412000,2,1,2.0,851,101,1966.0,06/2017,6169,-32.28997,115.7119
9 Reef Court,Sorrento,855000,4,2,2.0,891,188,1983.0,05/2019,6020,-31.82862,115.75941
9 Regency Ramble,Wattle Grove,730000,4,2,2.0,610,272,,03/2016,6107,-32.0045976,115.9925869
9 Reinagle Street,Ashby,625000,4,2,2.0,608,222,2000.0,04/2014,6065,-31.7284,115.79766
9 Reliance Close,Ocean Reef,960000,4,2,2.0,834,246,1989.0,09/2019,6027,-31.75438,115.73267
9 Rhodes Crescent,Calista,320000,3,1,2.0,900,102,1968.0,06/2013,6167,-32.25043,115.81098
9 Richenda Court,Marangaroo,400000,4,2,2.0,510,112,1996.0,04/2020,6064,-31.82281,115.83854
9 Richmond Circus,East Fremantle,1020000,3,2,2.0,600,247,1995.0,03/2020,6158,-32.0449,115.76509
9 Ridge Road,Cockburn Central,500000,4,2,2.0,665,181,1999.0,04/2017,6164,-32.125321,115.845438
9 Ringwood Loop,Wellard,436000,4,2,2.0,558,160,2008.0,12/2017,6170,-32.262776,115.812069
9 Riviera Turn,Piara Waters,535000,4,2,2.0,450,162,2012.0,05/2019,6112,-32.13971254,115.9281351
9 Roberts Road,Attadale,1330000,4,2,2.0,810,212,1956.0,03/2018,6156,-32.02357,115.79571
9 Rocklea Crescent,Ellenbrook,250000,3,2,2.0,346,135,2001.0,08/2019,6069,-31.77716,115.96967
9 Rollinghills Drive,Brigadoon,340000,5,1,,20011,201,2014.0,03/2013,6069,-31.77089752,116.0807459
9 Ronsard View,Ridgewood,455000,4,2,2.0,595,135,2008.0,07/2015,6030,-31.663087,115.722189
9 Roscrea Close,Waterford,1230000,4,2,2.0,815,227,1989.0,04/2019,6152,-32.0188,115.87985
9 Rose Street,Upper Swan,238000,2,1,,2093,112,1940.0,10/2015,6069,-31.77339,116.02415
9 Rosenburg Gardens,Dayton,515000,4,2,2.0,598,211,2012.0,12/2016,6055,-31.86065748,115.9700149
9 Rossmore Drive,Madeley,633000,4,2,2.0,561,206,2005.0,11/2017,6065,-31.80737,115.83162
9 Rothbury Road,Embleton,555000,3,1,2.0,688,175,1962.0,09/2016,6062,-31.90894,115.906
9 Rousham Street,Canning Vale,576000,5,2,2.0,620,250,1999.0,09/2020,6155,-32.08898,115.93884
9 Rowlands Court,Padbury,510000,4,1,1.0,713,109,1973.0,06/2019,6025,-31.80169,115.76291
9 Roydon Way,Girrawheen,360000,3,1,,692,120,1973.0,01/2018,6064,-31.84419,115.8433
9 Rummer Way,Bateman,780000,4,2,2.0,769,128,1979.0,11/2013,6150,-32.05095,115.84812
9 Ryniker Road,Bedfordale,890000,5,4,2.0,3000,420,2012.0,07/2015,6112,-32.16170625,116.0645773
9 Sain Road,Coogee,740000,4,2,2.0,600,231,2000.0,02/2019,6166,-32.11035,115.77339
9 Saligna Bend,Wattle Grove,575000,4,2,2.0,543,207,2009.0,06/2017,6107,-32.00215797,115.9808482
9 Salisbury Street,Leederville,1230000,4,2,1.0,546,198,1940.0,12/2018,6007,-31.92659,115.84499
9 Salisbury Street,St James,525000,3,1,1.0,583,94,1950.0,07/2018,6102,-31.99749,115.9139
9 Salubris Street,Carramar,690000,4,2,3.0,636,241,2014.0,04/2019,6031,-31.68970376,115.7894923
9 Salustri Place,North Fremantle,1380000,4,2,4.0,475,286,1996.0,07/2019,6159,-32.02464,115.75497
9 San Jose Court,Safety Bay,399000,4,2,2.0,684,175,1988.0,03/2019,6169,-32.30102,115.74412
9 San Remo Vista,Ellenbrook,445000,3,2,2.0,594,178,1997.0,04/2020,6069,-31.78872,115.96268
9 Sanderling Way,Beeliar,545000,3,2,2.0,512,209,2006.0,07/2019,6164,-32.12995053,115.8134159
9 Sandleford Way,Hammond Park,510000,4,2,2.0,535,192,2004.0,01/2017,6164,-32.1627752,115.8524861
9 Sandpiper Street,Harrisdale,501000,4,2,2.0,414,196,2013.0,10/2020,6112,-32.10679348,115.9335391
9 Santapola Approach,Alkimos,315000,4,2,2.0,385,154,2014.0,02/2020,6038,-31.62563261,115.6999677
9 Santarosa Way,Stirling,680000,3,2,2.0,365,142,2002.0,12/2020,6021,-31.86878,115.80557
9 Sassoon Place,North Lake,745000,4,2,2.0,714,197,1985.0,10/2010,6163,-32.08093,115.81891
9 Satine Turn,Aveley,530000,4,2,4.0,640,221,2007.0,08/2018,6069,-31.78572863,115.9804421
9 Saunders Street,Swanbourne,1950000,5,2,2.0,547,286,1937.0,09/2016,6010,-31.97915,115.77288
9 Sava Cove,Stratton,380000,4,2,2.0,648,142,1996.0,10/2016,6056,-31.86742,116.04705
9 SAVELLO Place,Brabham,501000,4,2,2.0,450,259,2013.0,12/2018,6055,-31.81737818,115.9656214
9 Scarfo Approach,Tapping,510000,4,2,2.0,600,236,2010.0,08/2019,6065,-31.718628,115.792979
9 Schnapper Court,Burns Beach,625000,6,3,,541,162,1980.0,10/2017,6028,-31.72799,115.72048
9 Scole Place,Huntingdale,350000,3,1,1.0,683,99,1971.0,11/2015,6110,-32.07241,115.96961
9 Scott Street,Greenmount,560000,4,2,11.0,2150,130,1939.0,02/2020,6056,-31.90396,116.04795
9 Seaflower Crescent,Craigie,425000,3,1,1.0,691,94,1972.0,03/2017,6025,-31.79455,115.75896
9 Seagrass Street,Yanchep,310000,4,2,2.0,380,171,2009.0,06/2019,6035,-31.53948899,115.6319238
9 Seamet Rise,Merriwa,405000,5,2,1.0,616,147,1991.0,12/2015,6030,-31.6739,115.71438
9 Seaspray Crescent,Jindalee,605000,3,2,4.0,528,225,2007.0,12/2019,6036,-31.65324,115.69594
9 Sedgman Mews,Murdoch,800000,4,2,2.0,700,243,1990.0,09/2012,6150,-32.0628,115.82828
9 Sessilis Road,Banksia Grove,333000,3,2,2.0,280,135,,02/2020,6031,-31.7015436,115.8011769
9 Seurat Loop,Ashby,525000,4,2,2.0,608,219,2005.0,04/2015,6065,-31.73422,115.80123
9 SEVENTH AVENUE,Bassendean,700000,4,1,2.0,583,150,1925.0,09/2020,6054,-31.89859,115.95504
9 Seville Crest,Mindarie,630000,4,2,2.0,640,188,1999.0,02/2020,6030,-31.68366,115.71098
